id,url,landmark_id,category,supercategory,hierarchical_label,natural_or_human_made,landmark_name
84eacb5cf3f578de,https://upload.wikimedia.org/wikipedia/commons/5/59/Pointe_Perc%C3%A9e_et_Plateau_d%27Assy_-_img_41152.jpg,147507,http://commons.wikimedia.org/wiki/Category:Pointe_Perc%C3%A9e,mountain,mountain,natural,Pointe Percée
db54dc0d3b3aafec,https://upload.wikimedia.org/wikipedia/commons/e/eb/Colorado_-_Berthoud_Pass.jpg,41268,http://commons.wikimedia.org/wiki/Category:Berthoud_Pass,mountain pass,mountain,natural,Berthoud Pass
376840b97466adcb,https://upload.wikimedia.org/wikipedia/commons/8/8a/Muzeul_de_Arta_Populara_Prof._Dr._Nicolae_Minovici%2C_Bucuresti_%28detaliu_1%29.JPG,61048,http://commons.wikimedia.org/wiki/Category:Museum_of_Popular_Art_%22Nicolae_Minovici%22,museum,museum,human-made,"Museum of Popular Art ""Nicolae Minovici"""
a2cd0be2997b2ea7,http://upload.wikimedia.org/wikipedia/commons/2/20/Fedorovsky_Monastery-1.jpg,100589,http://commons.wikimedia.org/wiki/Category:Fedorovsky_Monastery_(Pereslavl-Zalessky),monastery,monastery,human-made,Fedorovsky Monastery (Pereslavl-Zalessky)
403a11f6490729be,https://upload.wikimedia.org/wikipedia/commons/2/22/WLM2017_-_Palazzo_Buonaccorsi_%28Macerata%29_05.jpg,57708,http://commons.wikimedia.org/wiki/Category:Palazzo_Buonaccorsi_(Macerata),palazzo,,,Palazzo Buonaccorsi (Macerata)
8d499175b08355a3,http://upload.wikimedia.org/wikipedia/commons/e/e9/Rainbow_Springs_State_Park_Entrance03.jpg,71836,http://commons.wikimedia.org/wiki/Category:Rainbow_Springs_State_Park,Florida state park,parks,natural,Rainbow Springs State Park
f9a29c57cc87a323,https://upload.wikimedia.org/wikipedia/commons/7/7c/Templo_de_santo_Domingo.jpg,73507,"http://commons.wikimedia.org/wiki/Category:Templo_de_Santo_Domingo,_Cochabamba",church building,church,human-made,"Templo de Santo Domingo, Cochabamba"
b763acb6c53ffab1,https://upload.wikimedia.org/wikipedia/commons/2/29/HK_Kln_Park_%E9%A6%99%E6%B8%AF%E6%96%87%E7%89%A9%E6%8E%A2%E7%9F%A5%E9%A4%A8_Heritage_Discovery_Centre_Saturday_Umbrellas.JPG,179622,http://commons.wikimedia.org/wiki/Category:Hong_Kong_Heritage_Discovery_Centre,museum,museum,human-made,Hong Kong Heritage Discovery Centre
e0cf7cad679bc4de,https://upload.wikimedia.org/wikipedia/commons/b/b4/Temple_at_ancient_Vietnamese_capital_of_Hoa_Lu_%2820%29_%2824628793458%29.jpg,203092,http://commons.wikimedia.org/wiki/Category:Hoa_Lu,city,city,human-made,Hoa Lu
43a2bed248262dfa,https://upload.wikimedia.org/wikipedia/commons/5/5a/Randers_Regnskov_alligatorer.jpg,114077,http://commons.wikimedia.org/wiki/Category:Randers_Regnskov,zoo,zoo,human-made,Randers Regnskov
fe88df81316a80b6,https://upload.wikimedia.org/wikipedia/commons/e/e9/Schwerin_Schelfkirche_Inschrift.jpg,123955,http://commons.wikimedia.org/wiki/Category:Schelfkirche_(Schwerin),church building,church,human-made,Schelfkirche (Schwerin)
936017b77da83522,https://upload.wikimedia.org/wikipedia/commons/9/9b/Bordeaux_-_Eglise_Notre-Dame_1.jpg,117632,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Notre-Dame_de_Bordeaux,church building,church,human-made,Église Notre-Dame de Bordeaux
6c5ce27b454ce4eb,https://upload.wikimedia.org/wikipedia/commons/4/43/Summer_Clouds_Around_Pavilion_%28251147333%29.jpeg,42976,http://commons.wikimedia.org/wiki/Category:Penghu_County,county of Taiwan,,,Penghu County
d248b2c26f833cc3,https://upload.wikimedia.org/wikipedia/commons/0/03/%C3%81rea_recreativa_Fuenmayor06.jpg,32475,http://commons.wikimedia.org/wiki/Category:Parque_natural_de_Sierra_M%C3%A1gina,Site of Community Importance,,,Parque natural de Sierra Mágina
1faf1d1b2a42f7de,https://upload.wikimedia.org/wikipedia/commons/5/53/Gate_Tower_Building%2C_Osaka_%282582691905%29.jpg,110054,http://commons.wikimedia.org/wiki/Category:Gate_Tower_Building,skyscraper,skyscraper,human-made,Gate Tower Building
72bbba218e6ede3c,https://upload.wikimedia.org/wikipedia/commons/6/61/Hi-Scene_World_Enterprise_e-invoice_20160612.jpg,26287,http://commons.wikimedia.org/wiki/Category:National_Museum_of_Marine_Biology_and_Aquarium,public aquarium,zoo,human-made,National Museum of Marine Biology and Aquarium
3b552e9f6d9e66b0,https://upload.wikimedia.org/wikipedia/commons/4/4d/Seoul_Racecourse_Members_hall_video_display.jpg,168536,http://commons.wikimedia.org/wiki/Category:Seoul_Racecourse,sports venue,sports venue,human-made,Seoul Racecourse
7ceb1536ee6c942c,http://upload.wikimedia.org/wikipedia/commons/5/52/Lod-baibars-bridge-3-676.jpg,132072,http://commons.wikimedia.org/wiki/Category:Baibars_Bridge,bridge,bridge,human-made,Baibars Bridge
00b04282d20b95e8,https://upload.wikimedia.org/wikipedia/commons/8/86/Niendorf%2C_Hamburg%2C_Germany_-_panoramio_%288%29.jpg,189791,http://commons.wikimedia.org/wiki/Category:Alter_Niendorfer_Friedhof,cemetery,cemetery,human-made,Alter Niendorfer Friedhof
8287b08dc329ce50,https://upload.wikimedia.org/wikipedia/commons/6/6c/CENTER_FOR_ARCHITECTURE-009.jpg,40015,http://commons.wikimedia.org/wiki/Category:Center_for_Architecture,commercial art gallery,,,Center for Architecture
2d94b2476484d70e,https://upload.wikimedia.org/wikipedia/commons/6/66/Friedhof_Adlershof_Berlin_Grab_Michael_Br%C3%BCckner_1.jpg,154050,http://commons.wikimedia.org/wiki/Category:Friedhof_Adlershof,cemetery,cemetery,human-made,Friedhof Adlershof
c6c75668c5e441b1,https://upload.wikimedia.org/wikipedia/commons/b/b6/Laura_Plantation_Office.jpg,186547,http://commons.wikimedia.org/wiki/Category:Laura_Plantation,plantation,agricultural land,natural,Laura Plantation
9b1c67232dc64bbd,https://upload.wikimedia.org/wikipedia/commons/e/e1/Adikesaa_%284%29.jpg,164457,"http://commons.wikimedia.org/wiki/Category:Adikesava_Perumal_Temple,_Kanyakumari",temple,,,"Adikesava Perumal Temple, Kanyakumari"
75d16acfa9dfa791,https://upload.wikimedia.org/wikipedia/commons/7/78/Svenska_h%C3%B6garna_-_KMB_-_16000300027627.jpg,25618,http://commons.wikimedia.org/wiki/Category:Svenska_H%C3%B6garna,archipelago,island,natural,Svenska Högarna
ea3c9cf3f1c74c90,https://upload.wikimedia.org/wikipedia/commons/8/87/Campagne_%2824%29_%C3%A9glise_choeur_chapiteau.JPG,92860,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Saint-Jean-Baptiste_de_Campagne,church building,church,human-made,Église Saint-Jean-Baptiste de Campagne
3d74dab224df0f5c,https://upload.wikimedia.org/wikipedia/commons/6/67/Physical_Energy_in_the_Snow_5277560144.jpg,88936,http://commons.wikimedia.org/wiki/Category:Physical_Energy_sculpture,sculpture,sculpture,human-made,Physical Energy sculpture
6086bd54bdb02d15,https://upload.wikimedia.org/wikipedia/commons/d/d0/Kry%C5%A1tofovo_%C3%9Adol%C3%AD%2C_Novina%2C_pohled_od_K%C5%99i%C5%BEan.JPG,162053,http://commons.wikimedia.org/wiki/Category:Novina_(Kry%C5%A1tofovo_%C3%9Adol%C3%AD),Q61089180,,,Novina (Kryštofovo Údolí)
b7d959cdfef3adab,https://upload.wikimedia.org/wikipedia/commons/c/ca/%D0%94%D0%B2%D0%BE%D1%80%D1%81%D0%BA%D0%B8_%D0%BA%D0%BE%D0%BC%D0%BF%D0%BB%D0%B5%D0%BA%D1%81_%D0%BD%D0%B0_%D0%94%D0%B5%D0%B4%D0%B8%D1%9A%D1%83_%D1%83_%D0%91%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D1%831.jpg,94059,http://commons.wikimedia.org/wiki/Category:Royal_Palace_(Belgrade),royal palace,palace,human-made,Royal Palace (Belgrade)
a7d678d19c613760,https://upload.wikimedia.org/wikipedia/commons/c/c9/The_Southern_Side_of_Start_Point_-_geograph.org.uk_-_1767505.jpg,173181,http://commons.wikimedia.org/wiki/Category:Start_Point_Lighthouse,lighthouse,lighthouse,human-made,Start Point Lighthouse
89fca0e5484a5dfd,https://upload.wikimedia.org/wikipedia/commons/e/ea/Turun_vanha_raatihuone.jpg,61341,http://commons.wikimedia.org/wiki/Category:Old_Great_Square_of_Turku,square,square,human-made,Old Great Square of Turku
fd9b7c709f41ca0e,https://upload.wikimedia.org/wikipedia/commons/a/a8/2013-03-25_Bahnhof%2C_Bahnhofsallee_10%2C_K%C3%B6nigswinter_IMG_4646.jpg,27430,http://commons.wikimedia.org/wiki/Category:Bahnhof_K%C3%B6nigswinter,railway station,rail transportation,human-made,Bahnhof Königswinter
7ddf2ac433a69d47,https://upload.wikimedia.org/wikipedia/commons/f/f0/San_Mateo_Mosaic_Mural_from_1963.jpg,139855,http://commons.wikimedia.org/wiki/Category:San_Mateo_County_History_Museum,museum,museum,human-made,San Mateo County History Museum
ed449cec01b38b8a,http://upload.wikimedia.org/wikipedia/commons/1/15/Kirchturm_der_Stadtkirche_Dippoldiswalde.jpg,105633,http://commons.wikimedia.org/wiki/Category:Saints_Mary_and_Lawrence_Church_(Dippoldiswalde),church building,church,human-made,Saints Mary and Lawrence Church (Dippoldiswalde)
f58b0883bbb40e11,https://upload.wikimedia.org/wikipedia/commons/d/df/Fortaleza_de_Beliche_from_Battery_position.jpg,91254,http://commons.wikimedia.org/wiki/Category:Fortaleza_de_Belixe,fort,castle / fort,human-made,Fortaleza de Belixe
ac3b76cb61d7f909,https://upload.wikimedia.org/wikipedia/commons/a/af/D%C5%AFm_%C4%8D.p._67_v_Kry%C5%A1tofov%C4%9B_%C3%9Adol%C3%AD-Novina.jpg,162053,http://commons.wikimedia.org/wiki/Category:Novina_(Kry%C5%A1tofovo_%C3%9Adol%C3%AD),Q61089180,,,Novina (Kryštofovo Údolí)
23db0ac1578f809a,http://upload.wikimedia.org/wikipedia/commons/8/8c/COLLECTIE_TROPENMUSEUM_Luchtfoto_van_het_Istana_Maimun_het_paleis_van_de_sultan_van_Deli_TMnr_60039657.jpg,102956,http://commons.wikimedia.org/wiki/Category:Maimun_Palace,palace,palace,human-made,Maimun Palace
b7b912e8358ba468,https://upload.wikimedia.org/wikipedia/commons/4/4e/Na_Skalce_%28Hojkov%29_%28007%29.jpg,81416,http://commons.wikimedia.org/wiki/Category:Na_Skalce_(Hojkov),natural monument in the Czech Republic,,,Na Skalce (Hojkov)
2c59da838061dcc9,https://upload.wikimedia.org/wikipedia/commons/0/04/Swanshurst_Park_and_Zippos_Circus_%285542803340%29.jpg,4881,http://commons.wikimedia.org/wiki/Category:Swanshurst_Park,urban park,parks,natural,Swanshurst Park
d712761e392b2ad9,https://upload.wikimedia.org/wikipedia/commons/5/5e/Fort_Pilar_Entrance.jpg,200268,http://commons.wikimedia.org/wiki/Category:Fort_Pilar,fort,castle / fort,human-made,Fort Pilar
04b94da0ee1a7798,https://upload.wikimedia.org/wikipedia/commons/f/f5/Schwerin_%E2%80%93_Ev._Lutherische_Schelfkirche_St._Nikolai_-_panoramio_%281%29.jpg,123955,http://commons.wikimedia.org/wiki/Category:Schelfkirche_(Schwerin),church building,church,human-made,Schelfkirche (Schwerin)
1db8bb208a89c460,https://upload.wikimedia.org/wikipedia/commons/1/13/K%C5%91szeg_J%C3%A9zus_Sz%C3%ADve_templom_nyugatr%C3%B3l.JPG,168798,http://commons.wikimedia.org/wiki/Category:Sacred_Heart_Church_in_K%C5%91szeg,parish church,church,human-made,Sacred Heart Church in Kőszeg
a9fe4ba38f211c71,http://upload.wikimedia.org/wikipedia/commons/b/b3/Gro%C3%9Fsteingrab_St%C3%B6ckheim_12.JPG,64348,http://commons.wikimedia.org/wiki/Category:Gro%C3%9Fsteingrab_St%C3%B6ckheim,megalithic tomb,cemetery,human-made,Großsteingrab Stöckheim
0728004fe188b4d9,https://upload.wikimedia.org/wikipedia/commons/f/fb/Sanctuary_Wood_Cemetery_-13.JPG,62347,http://commons.wikimedia.org/wiki/Category:Sanctuary_Wood_Cemetery,Commonwealth War Graves Commission maintained cemetery (World War I),cemetery,human-made,Sanctuary Wood Cemetery
c27fa105bd47b824,http://upload.wikimedia.org/wikipedia/commons/7/7d/Inauguration_statue_vercing%C3%A9torix_2.JPG,116275,http://commons.wikimedia.org/wiki/Category:Statue_of_Vercingetorix_in_Clermont-Ferrand,monumental sculpture,sculpture,human-made,Statue of Vercingetorix in Clermont-Ferrand
18b2247c330fe562,https://upload.wikimedia.org/wikipedia/commons/8/89/RU_M_Sanduny-3.jpg,160939,http://commons.wikimedia.org/wiki/Category:Sanduny,public bath,bath,human-made,Sanduny
0610afee32f17fc1,https://upload.wikimedia.org/wikipedia/commons/0/04/Bryce_Canyon_Parc_national_Hoodos_%281%29.jpg,184814,http://commons.wikimedia.org/wiki/Category:Pink_Cliffs,cliff,cliff,natural,Pink Cliffs
d9650fa9fc06d079,https://upload.wikimedia.org/wikipedia/commons/1/17/Alter_Niendorfer_Friedhof_Kirchenglocke_1.jpg,189791,http://commons.wikimedia.org/wiki/Category:Alter_Niendorfer_Friedhof,cemetery,cemetery,human-made,Alter Niendorfer Friedhof
c6099aadc7fb4eb7,http://upload.wikimedia.org/wikipedia/commons/b/b2/St_Aug_FL_Bridge_of_Lions_west_end06.jpg,202397,http://commons.wikimedia.org/wiki/Category:Bridge_of_Lions,bascule bridge,bridge,human-made,Bridge of Lions
0342bb29c533e1c4,https://upload.wikimedia.org/wikipedia/commons/2/26/%D0%94%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0%D1%8F_%D1%86%D0%B5%D1%80%D0%BA%D0%BE%D0%B2%D1%8C_%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D0%B0_%D0%B8_%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D1%81%D1%82%D0%B2%D0%B0._%D0%9F%D1%81%D0%BA%D0%BE%D0%B2.jpg,35618,http://commons.wikimedia.org/wiki/Category:Church_of_Protection_at_Prolom,temple,,,Church of Protection at Prolom
a94b4f7632a6acdc,http://upload.wikimedia.org/wikipedia/commons/f/f7/Quanzhou_Museum_-_hunping_vases_-_DSCF8240.JPG,101290,http://commons.wikimedia.org/wiki/Category:Quanzhou_Museum,museum,museum,human-made,Quanzhou Museum
1adf715f46620e61,http://upload.wikimedia.org/wikipedia/commons/a/a1/Porvoonjoki_korttia.jpg,154833,http://commons.wikimedia.org/wiki/Category:Porvoonjoki,river,river,natural,Porvoonjoki
af9a8521cf807569,https://upload.wikimedia.org/wikipedia/commons/e/e3/Etterick_-_Tweed_confluence_-_geograph.org.uk_-_624074.jpg,98685,http://commons.wikimedia.org/wiki/Category:Ettrick_Water,river,river,natural,Ettrick Water
f9b31626cb6b6d47,https://upload.wikimedia.org/wikipedia/commons/c/c1/%C3%89glise_Notre-Dame_%28Bordeaux%29_%282%29.jpg,117632,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Notre-Dame_de_Bordeaux,church building,church,human-made,Église Notre-Dame de Bordeaux
26aa548fd98ff854,https://upload.wikimedia.org/wikipedia/commons/9/9f/La_alcaldesa_-_%E2%80%9CLos_madrile%C3%B1os%2C_orgullosos_de_ser_pioneros_en_el_arte_de_la_gastronom%C3%ADa%E2%80%9D_04.jpg,160089,"http://commons.wikimedia.org/wiki/Category:Palacio_Municipal_de_Congresos,_Madrid",convention center,,,"Palacio Municipal de Congresos, Madrid"
0b890cb33fb74ac8,https://upload.wikimedia.org/wikipedia/commons/7/76/Friedhof_Adlershof_Berlin_Grabmal_Jesus.jpg,154050,http://commons.wikimedia.org/wiki/Category:Friedhof_Adlershof,cemetery,cemetery,human-made,Friedhof Adlershof
b584c8a5769d4ef0,https://upload.wikimedia.org/wikipedia/commons/4/4f/Praha%2C_Bubene%C4%8D%2C_M%C3%ADstodr%C5%BEitelsk%C3%BD_letohr%C3%A1dek_II.jpg,163770,http://commons.wikimedia.org/wiki/Category:M%C3%ADstodr%C5%BEitelsk%C3%BD_letohr%C3%A1dek,hunting lodge,,,Místodržitelský letohrádek
54b9ddf43a20967e,https://upload.wikimedia.org/wikipedia/commons/0/09/Chemin_de_Fer_de_La_Mure_%286731592763%29.jpg,47877,http://commons.wikimedia.org/wiki/Category:Chemin_de_fer_de_la_Mure,railroad line,rail transportation,human-made,Chemin de fer de la Mure
52ca0b580d4d1743,https://upload.wikimedia.org/wikipedia/commons/5/55/Kobylisk%C3%A1_st%C5%99elnice%2C_%C3%BAst%C5%99edn%C3%AD_cesta_%283%29.jpg,148334,http://commons.wikimedia.org/wiki/Category:Kobylisy_Shooting_Range,shooting range,,,Kobylisy Shooting Range
3a65a30839b9355c,https://upload.wikimedia.org/wikipedia/commons/f/f9/Chiesa_di_Santa_Maria_del_Carmine_%28Rovereto%29_06.jpg,144693,http://commons.wikimedia.org/wiki/Category:Santa_Maria_del_Carmine_(Rovereto),church building,church,human-made,Santa Maria del Carmine (Rovereto)
c0010d1697373458,https://upload.wikimedia.org/wikipedia/commons/2/27/Meandry_Chval%C5%A1insk%C3%A9ho_potoka_na_ja%C5%99e_2012_%2810%29.JPG,35723,http://commons.wikimedia.org/wiki/Category:Meandry_Chval%C5%A1insk%C3%A9ho_potoka,natural monument in the Czech Republic,,,Meandry Chvalšinského potoka
fd5b3857838eb648,https://upload.wikimedia.org/wikipedia/commons/f/f3/Panoramaweg_Merkurbahn_Fischzucht_Blick_Oberbeuren.jpg,148497,http://commons.wikimedia.org/wiki/Category:Panoramaweg_Baden-Baden,tourist circuit,,,Panoramaweg Baden-Baden
66422a606bed67fb,https://upload.wikimedia.org/wikipedia/commons/3/34/La_Oliva_El_Cotillo_-_Calle_de_la_Caleta_-_horno_3%2Bcastillo_01_ies.jpg,79211,http://commons.wikimedia.org/wiki/Category:Castillo_de_El_Tost%C3%B3n,monument,,,Castillo de El Tostón
c3d54841640af8a0,https://upload.wikimedia.org/wikipedia/commons/e/e7/Medallion_-_Barton_W_Stone_preaching_to_the_people_at_Cane_Ridge_from_a_tree_stump_during_the_1801_Revival_P6200028.JPG,137039,http://commons.wikimedia.org/wiki/Category:Cane_Ridge_Meeting_House,church building,church,human-made,Cane Ridge Meeting House
b492bd5d0bbfe900,https://upload.wikimedia.org/wikipedia/commons/e/ee/Esgl%C3%A9sia_de_Santa_Maria_d%27All_%28Is%C3%B2vol%29_-_4.jpg,135237,http://commons.wikimedia.org/wiki/Category:Santa_Maria_de_All,parish church,church,human-made,Santa Maria de All
8a6968faba72d5ee,https://upload.wikimedia.org/wikipedia/commons/4/4c/Palacio_Presidencial2.JPG,82704,http://commons.wikimedia.org/wiki/Category:Palacio_de_Cerro_Castillo,official residence,,,Palacio de Cerro Castillo
23d0fa1601b594af,https://upload.wikimedia.org/wikipedia/commons/b/bf/Gda%C5%84sk%2C_Nowy_Dom_%C5%81awy_-_fotopolska.eu_%28241210%29.jpg,74232,http://commons.wikimedia.org/wiki/Category:43_D%C5%82ugi_Targ_Square_in_Gda%C5%84sk,house,house,human-made,43 Długi Targ Square in Gdańsk
c10bd81977b90615,https://upload.wikimedia.org/wikipedia/commons/b/b2/223_Sant_Quirze_de_Pedret.jpg,27075,http://commons.wikimedia.org/wiki/Category:Sant_Quirze_de_Pedret,church building,church,human-made,Sant Quirze de Pedret
e175a132fcd8ae9d,https://upload.wikimedia.org/wikipedia/commons/4/4c/Stiftsmauer_%28Schiedmauer%29%2C_Stiftsbezirk_St._Gallen%2C_Zeughausstra%C3%9Fe_%2811%29.jpg,174104,http://commons.wikimedia.org/wiki/Category:F%C3%BCrstabtei_St._Gallen,benedictine abbey,church,human-made,Fürstabtei St. Gallen
c9e33f472bb2ad41,https://upload.wikimedia.org/wikipedia/commons/5/5e/Hippodrome_de_Saint-Jean-des-Pr%C3%A9s_08.JPG,40347,http://commons.wikimedia.org/wiki/Category:Hippodrome_de_Saint-Jean-des-Pr%C3%A9s,horse racing venue,sports venue,human-made,Hippodrome de Saint-Jean-des-Prés
c367e1651414c631,https://upload.wikimedia.org/wikipedia/commons/a/ae/Yuan_Shikai_Mausoleum_-_%E8%A2%81%E6%9E%97_%285067191414%29.jpg,92185,http://commons.wikimedia.org/wiki/Category:Tomb_of_Yuan_Shikai,cemetery,cemetery,human-made,Tomb of Yuan Shikai
b140075482b3cc1a,https://upload.wikimedia.org/wikipedia/commons/c/cd/Friedhof_Adlershof_Berlin_Kapelle_Erbbegr%C3%A4bnisse.jpg,154050,http://commons.wikimedia.org/wiki/Category:Friedhof_Adlershof,cemetery,cemetery,human-made,Friedhof Adlershof
5f1064eb6a1e9fb9,https://upload.wikimedia.org/wikipedia/commons/a/ad/18_Sandnessj%C3%B8en_%285664152535%29.jpg,59430,http://commons.wikimedia.org/wiki/Category:Sju_s%C3%B8stre,mountain range,mountain,natural,Sju søstre
773215ad2fe6fe96,https://upload.wikimedia.org/wikipedia/commons/f/f0/Basilique_Saint-Ambroise_de_Milan_01.jpg,24794,http://commons.wikimedia.org/wiki/Category:Sant'Ambrogio_(Milan),minor basilica,church,human-made,Sant'Ambrogio (Milan)
0e9c838c8e34ee5a,https://upload.wikimedia.org/wikipedia/commons/1/1d/Lunada_Children_Museum10.png,197789,http://commons.wikimedia.org/wiki/Category:Lunada_Children_Museum,museum,museum,human-made,Lunada Children Museum
8842a2a37f97fa42,http://upload.wikimedia.org/wikipedia/commons/7/71/M%C3%ADstodr%C5%BEitelsk%C3%BD_letohr%C3%A1dek_%2803%29.jpg,163770,http://commons.wikimedia.org/wiki/Category:M%C3%ADstodr%C5%BEitelsk%C3%BD_letohr%C3%A1dek,hunting lodge,,,Místodržitelský letohrádek
72ebcbd11c2bd5ba,https://upload.wikimedia.org/wikipedia/commons/4/45/Bridge_of_Lions_%28NW_face%29_and_fishing_pier.JPG,202397,http://commons.wikimedia.org/wiki/Category:Bridge_of_Lions,bascule bridge,bridge,human-made,Bridge of Lions
97118a93f6c40b47,https://upload.wikimedia.org/wikipedia/commons/e/e2/Lighthouse_of_Murano_-_panoramio.jpg,162199,http://commons.wikimedia.org/wiki/Category:Murano_lighthouse,lighthouse,lighthouse,human-made,Murano lighthouse
91a0bc90d400a257,https://upload.wikimedia.org/wikipedia/commons/2/25/Pont_dels_Escalls-wlm2011_%285%29.jpg,30901,http://commons.wikimedia.org/wiki/Category:Pont_dels_Escalls,bridge,bridge,human-made,Pont dels Escalls
7d3cd6f5af864554,https://upload.wikimedia.org/wikipedia/commons/4/4f/54-%E3%85%82-_1954%EB%85%84_%EA%B2%BD%EC%A3%BC_%EB%8B%A4%EB%B3%B4%ED%83%911.jpg,153689,http://commons.wikimedia.org/wiki/Category:Dabotap,pagoda,buddhist temple,human-made,Dabotap
6617ba16d9171df4,https://upload.wikimedia.org/wikipedia/commons/1/10/CC-Candyji-%E7%A5%80%E5%85%B8%E6%AD%A6%E5%BB%9F%E8%A7%80%E9%9F%B3%E5%BB%B3_3.0.jpg,187312,"http://commons.wikimedia.org/wiki/Category:Sacrificial_Rites_Martial_Temple,_Tainan",temples of Kwan Tai,,,"Sacrificial Rites Martial Temple, Tainan"
311ba3c4d8185ce4,http://upload.wikimedia.org/wikipedia/commons/f/f7/Poli%C4%8Dka_12.jpg,160972,http://commons.wikimedia.org/wiki/Category:Church_of_Saint_James_the_Greater_in_Poli%C4%8Dka,church building,church,human-made,Church of Saint James the Greater in Polička
3a8fb6b11c40a57d,https://upload.wikimedia.org/wikipedia/commons/d/d1/Gun_Emplacement_%2C_the_bit_that_fell_off_-_geograph.org.uk_-_1133028.jpg,102913,http://commons.wikimedia.org/wiki/Category:Cayton_Bay,bay,ocean area ,natural,Cayton Bay
6a0cc4a52f7e45f8,http://upload.wikimedia.org/wikipedia/commons/d/df/Boulogne_Eastern_Cemetery_14.JPG,23598,http://commons.wikimedia.org/wiki/Category:Boulogne_Eastern_Cemetery,Commonwealth War Graves Commission maintained cemetery (World War I,,,Boulogne Eastern Cemetery
c8b9373cb4ba3f17,https://upload.wikimedia.org/wikipedia/commons/d/d3/Point_Saint_Mathieu_Bretagne_2011_North.jpg,66524,http://commons.wikimedia.org/wiki/Category:Saint-Mathieu_lighthouse,lighthouse,lighthouse,human-made,Saint-Mathieu lighthouse
ad6b1bda708e1b27,https://upload.wikimedia.org/wikipedia/commons/1/19/Museum_TTC_Bear_pillar.jpg,31011,http://commons.wikimedia.org/wiki/Category:Museum_(TTC),metro station,rail transportation,human-made,Museum (TTC)
cc5717dfef271fe5,https://upload.wikimedia.org/wikipedia/commons/3/3e/Lisboa%2C_San_Pedro_de_Alc%C3%A1ntara_5.jpg,35,http://commons.wikimedia.org/wiki/Category:Jardim_de_S%C3%A3o_Pedro_de_Alc%C3%A2ntara,park,parks,natural,Jardim de São Pedro de Alcântara
18089b15da3e28a6,https://upload.wikimedia.org/wikipedia/commons/5/5e/Theatre_and_Opera_%2833323292405%29.jpg,197506,http://commons.wikimedia.org/wiki/Category:National_Theatre_and_Opera_Timi%C8%99oara,theater,theatre,human-made,National Theatre and Opera Timișoara
be6d7fb66d978fa0,https://upload.wikimedia.org/wikipedia/commons/5/5d/Bryce_Canyon_Parc_national_%2830%29.jpg,184814,http://commons.wikimedia.org/wiki/Category:Pink_Cliffs,cliff,cliff,natural,Pink Cliffs
5a06b8ec5eed10c3,https://upload.wikimedia.org/wikipedia/commons/4/4a/FFM_Bockenheim_Jakobskirche_Turm.jpg,104956,"http://commons.wikimedia.org/wiki/Category:Church_of_St._Jakob,_Frankfurt_am_Main",church building,church,human-made,"Church of St. Jakob, Frankfurt am Main"
b51bab2c5a6caf56,https://upload.wikimedia.org/wikipedia/commons/8/8e/Cuellar_-_Ex_iglesia_de_San_Pedro_01.JPG,169571,"http://commons.wikimedia.org/wiki/Category:Church_of_San_Pedro,_Cu%C3%A9llar",church building,church,human-made,"Church of San Pedro, Cuéllar"
615843e8e4207479,https://upload.wikimedia.org/wikipedia/commons/c/c4/Campagne_%2824%29_%C3%A9glise_choeur_chapiteau_%281%29.JPG,92860,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Saint-Jean-Baptiste_de_Campagne,church building,church,human-made,Église Saint-Jean-Baptiste de Campagne
d1f91ea335346fa3,https://upload.wikimedia.org/wikipedia/commons/7/7f/MetroManilajf1121_20.JPG,161135,http://commons.wikimedia.org/wiki/Category:Circumferential_Road_5,road,road,human-made,Circumferential Road 5
a814bce930bfa61e,https://upload.wikimedia.org/wikipedia/commons/f/f5/Radomes%2C_Great_Dun_Fell_-_geograph.org.uk_-_1616680.jpg,133430,http://commons.wikimedia.org/wiki/Category:Great_Dun_Fell,mountain,mountain,natural,Great Dun Fell
e8fc44ec2a9ede57,https://upload.wikimedia.org/wikipedia/commons/3/3d/Duderstadt%2C_Marktstra%C3%9Fe_66%2C_Rathaus%2C_Ansicht_von_S%C3%BCden_20171110-003.jpg,136293,http://commons.wikimedia.org/wiki/Category:Rathaus_Duderstadt,city hall,government building,human-made,Rathaus Duderstadt
b77624cf2dc6e3c0,https://upload.wikimedia.org/wikipedia/commons/3/31/Saint-Fargeau-FR-89-%C3%A9glise-04.jpg,202075,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Saint-Ferr%C3%A9ol_de_Saint-Fargeau,church building,church,human-made,Église Saint-Ferréol de Saint-Fargeau
c4cc11d7b0b5454a,https://upload.wikimedia.org/wikipedia/commons/f/ff/Pumping_Station_Cayton_Bay_-_geograph.org.uk_-_1398839.jpg,102913,http://commons.wikimedia.org/wiki/Category:Cayton_Bay,bay,ocean area ,natural,Cayton Bay
